school,program,program_category,degree,degree_category,state,city,square_miles,population,density,average_winter,average_summer,latitude,longitude,link,date_collected
Columbia University,Statistics,Statistics,MA,Master,New York,New York,468.9,8491079,18109,45.6,74.6,40.8102112,-73.9582434,http://stat.columbia.edu/,2016-04
Columbia University,Statistics,Statistics,PhD,Doctorate,New York,New York,468.9,8491079,18109,45.6,74.6,40.8102112,-73.9582434,http://stat.columbia.edu/,2016-04
Cornell University,Computational Biology,Biostatistics,PhD,Doctorate,New York,Ithaca,6,30720,5120,35.2,65,42.4464902,-76.4783344,http://cb.cornell.edu/,2016-04
Cornell University,Applied Statistics,Statistics,MPS,Master,New York,Ithaca,6,30720,5120,35.2,65,42.4482442,-76.4801614,http://stat.cornell.edu/,2016-04
Cornell University,Statistics,Statistics,PhD,Doctorate,New York,Ithaca,6,30720,5120,35.2,65,42.4482442,-76.4801614,http://stat.cornell.edu/,2016-04
"Hunter College, City University of New York",Statistics and Applied Mathematics,Statistics,MA,Master,New York,New York,468.9,8491079,18109,45.6,74.6,40.7685991,-73.9647291,http://math.hunter.cuny.edu/,2016-04
New York University Langone Medical Center,Biostatistics,Biostatistics,PhD,Doctorate,New York,New York,468.9,8491079,18109,45.6,74.6,40.7458097,-73.9716415,http://www.med.nyu.edu/pophealth/divisions/biostatistics,2016-04
New York University Steinhardt,Applied Statistics,Statistics,MS,Master,New York,New York,468.9,8491079,18109,45.6,74.6,40.7300503,-73.9949206,http://steinhardt.nyu.edu/humsocsci/applied_statistics,2016-04
New York University Stern,Statistics,Statistics,PhD,Doctorate,New York,New York,468.9,8491079,18109,45.6,74.6,40.728917,-73.9964546,http://www.stern.nyu.edu/experience-stern/about/departments-centers-initiatives/academic-departments/ioms-dept,2016-04
Rochester Institute of Technology,Applied Statistics,Statistics,MS,Master,New York,Rochester,37.1,209983,5660,38,68,43.0836163,-77.6772872,https://www.rit.edu/science/sms,2016-04
Stony Brook University,Statistics,Statistics,MS,Master,New York,Stony Brook,6,13740,2290,42.8,70.7,40.9156806,-73.1263295,http://www.stonybrook.edu/commcms/ams2/,2016-04
Stony Brook University,Statistics,Statistics,PhD,Doctorate,New York,Stony Brook,6,13740,2290,42.8,70.7,40.9156806,-73.1263295,http://www.stonybrook.edu/commcms/ams2/,2016-04
Syracuse University,Applied Statistics,Statistics,MS,Master,New York,Syracuse,26.6,144669,5439,37.7,68.9,43.0365226,-76.1340348,http://math.syr.edu/,2016-04
"University at Albany, State University of New York",Biometry and Statistics,Biostatistics,MS,Master,New York,Albany,21.85,98566,4511,36.8,69.1,42.62653,-73.7401316,http://www.albany.edu/sph/epi.php,2016-04
"University at Albany, State University of New York",Biometry and Statistics,Biostatistics,PhD,Doctorate,New York,Albany,21.85,98566,4511,36.8,69.1,42.62653,-73.7401316,http://www.albany.edu/sph/epi.php,2016-04
"University at Buffalo, State University of New York",Biostatistics,Biostatistics,MA,Master,New York,Buffalo,52.51,258703,4927,38.1,68.2,42.9556094,-78.8160972,https://sphhp.buffalo.edu/biostatistics.html,2016-04
"University at Buffalo, State University of New York",Biostatistics,Biostatistics,MPH,Master,New York,Buffalo,52.51,258703,4927,38.1,68.2,42.9556094,-78.8160972,https://sphhp.buffalo.edu/biostatistics.html,2016-04
"University at Buffalo, State University of New York",Biostatistics,Biostatistics,MS,Master,New York,Buffalo,52.51,258703,4927,38.1,68.2,42.9556094,-78.8160972,https://sphhp.buffalo.edu/biostatistics.html,2016-04
"University at Buffalo, State University of New York",Biostatistics,Biostatistics,PhD,Doctorate,New York,Buffalo,52.51,258703,4927,38.1,68.2,42.9556094,-78.8160972,https://sphhp.buffalo.edu/biostatistics.html,2016-04
University of Rochester,Medical Statistics,Biostatistics,MS,Master,New York,Rochester,37.1,209983,5660,38,68,43.120892,-77.6274464,https://www.urmc.rochester.edu/biostat/,2016-04
University of Rochester,Statistics,Statistics,MA,Master,New York,Rochester,37.1,209983,5660,38,68,43.120892,-77.6274464,https://www.urmc.rochester.edu/biostat/,2016-04
University of Rochester,Statistics,Statistics,PhD,Doctorate,New York,Rochester,37.1,209983,5660,38,68,43.120892,-77.6274464,https://www.urmc.rochester.edu/biostat/,2016-04
Duke University,Biostatistics,Biostatistics,MS,Master,North Carolina,Durham,108.3,251893,2326,36.5,66.4,36.0092578,-78.941748,http://biostat.duke.edu/,2016-04
Duke University,Biostatistics,Biostatistics,PhD,Doctorate,North Carolina,Durham,108.3,251893,2326,36.5,66.4,36.0092578,-78.941748,http://biostat.duke.edu/,2016-04
Duke University,Statistics,Statistics,MS,Master,North Carolina,Durham,108.3,251893,2326,36.5,66.4,36.0027701,-78.9377515,https://stat.duke.edu/,2016-04
Duke University,Statistics,Statistics,PhD,Doctorate,North Carolina,Durham,108.3,251893,2326,36.5,66.4,36.0027701,-78.9377515,https://stat.duke.edu/,2016-04
East Carolina University,Mathematics with Concentration in Statistics,Statistics,MA,Master,North Carolina,Greenville,26.25,89852,3423,49.4,77.5,35.6058555,-77.3629327,http://www.ecu.edu/math/,2016-04
North Carolina State University,Biostatistics Concentration,Biostatistics,MS,Master,North Carolina,Raleigh,144.8,439896,3038,50.3,77.7,35.784777,-78.6667948,http://www.stat.ncsu.edu/,2016-04
North Carolina State University,Statistics,Statistics,MS,Master,North Carolina,Raleigh,144.8,439896,3038,50.3,77.7,35.784777,-78.6667948,http://www.stat.ncsu.edu/,2016-04
North Carolina State University,Statistics,Statistics,PhD,Doctorate,North Carolina,Raleigh,144.8,439896,3038,50.3,77.7,35.784777,-78.6667948,http://www.stat.ncsu.edu/,2016-04
University of North Carolina at Chapel Hill,Biostatistics,Biostatistics,MPH,Master,North Carolina,Chapel Hill,19.7,59376,3014,50.6,77.8,35.9059972,-79.0544732,http://sph.unc.edu/bios/biostatistics/,2016-04
University of North Carolina at Chapel Hill,Biostatistics,Biostatistics,MS,Master,North Carolina,Chapel Hill,19.7,59376,3014,50.6,77.8,35.9059972,-79.0544732,http://sph.unc.edu/bios/biostatistics/,2016-04
University of North Carolina at Chapel Hill,Biostatistics,Biostatistics,PhD,Doctorate,North Carolina,Chapel Hill,19.7,59376,3014,50.6,77.8,35.9059972,-79.0544732,http://sph.unc.edu/bios/biostatistics/,2016-04
University of North Carolina at Chapel Hill,Statistics,Statistics,MS,Master,North Carolina,Chapel Hill,19.7,59376,3014,50.6,77.8,35.9107406,-79.0514104,http://stat-or.unc.edu/,2016-04
University of North Carolina at Chapel Hill,Statistics,Statistics,PhD,Doctorate,North Carolina,Chapel Hill,19.7,59376,3014,50.6,77.8,35.9107406,-79.0514104,http://stat-or.unc.edu/,2016-04
University of North Carolina at Charlotte,Mathematics with Concentration in Applied Statistics,Statistics,MS,Master,North Carolina,Charlotte,297.7,809958,2721,49.2,76.7,35.3060707,-80.7291573,http://math.uncc.edu/,2016-04
University of North Carolina at Greensboro,Mathematics with Concentration in Applied Statistics,Statistics,MA,Master,North Carolina,Greensboro,131.2,282586,2154,47.6,76.5,36.06929,-79.807785,http://www.uncg.edu/mat/,2016-04
University of North Carolina Wilmington,Mathematics with Concentration in Statistics,Statistics,MS,Master,North Carolina,Wilmington,41.47,113657,2741,54.8,78.9,34.2257878,-77.8708814,http://uncw.edu/math/,2016-04
North Dakota State University,Statistics,Statistics,MS,Master,North Dakota,Fargo,48.82,115863,2373,25.6,68.1,46.8924927,-96.8032703,https://www.ndsu.edu/statistics/,2016-04
North Dakota State University,Statistics,Statistics,PhD,Doctorate,North Dakota,Fargo,48.82,115863,2373,25.6,68.1,46.8924927,-96.8032703,https://www.ndsu.edu/statistics/,2016-04
Bowling Green State University,Statistics,Statistics,MS,Master,Ohio,Bowling Green,12.61,31591,2505,38.5,71.6,41.3791827,-83.6405549,https://www.bgsu.edu/arts-and-sciences/mathematics-and-statistics.html,2016-04
Bowling Green State University,Statistics,Statistics,PhD,Doctorate,Ohio,Bowling Green,12.61,31591,2505,38.5,71.6,41.3791827,-83.6405549,https://www.bgsu.edu/arts-and-sciences/mathematics-and-statistics.html,2016-04
Case Western Reserve University,Biostatistics,Biostatistics,MS,Master,Ohio,Cleveland,82.47,389521,4723,40.7,71.1,41.506367,-81.6029075,http://epbiwww.case.edu/,2016-04
Case Western Reserve University,Biostatistics,Biostatistics,PhD,Doctorate,Ohio,Cleveland,82.47,389521,4723,40.7,71.1,41.506367,-81.6029075,http://epbiwww.case.edu/,2016-04
Case Western Reserve University,Statistics,Statistics,MS,Master,Ohio,Cleveland,82.47,389521,4723,40.7,71.1,41.5035781,-81.6090256,http://math.case.edu/,2016-04
Case Western Reserve University,Statistics,Statistics,PhD,Doctorate,Ohio,Cleveland,82.47,389521,4723,40.7,71.1,41.5035781,-81.6090256,http://math.case.edu/,2016-04
Kent State University,Biostatistics,Biostatistics,MPH,Master,Ohio,Kent,9.28,29639,3194,38.9,70.1,41.1520966,-81.3472393,http://www.kent.edu/publichealth/biostatistics,2016-04
Miami University,Statistics,Statistics,MS,Master,Ohio,Oxford,6.7,21782,3251,40.5,72.5,39.5086796,-84.7336891,http://www.miamioh.edu/cas/academics/departments/statistics/,2016-04
Ohio State University,Biostatistics,Biostatistics,MPH,Master,Ohio,Columbus,223.1,835957,3747,41.8,73.3,39.998648,-83.0170164,http://cph.osu.edu/bio/,2016-04
Ohio State University,Biostatistics,Biostatistics,MS,Master,Ohio,Columbus,223.1,835957,3747,41.8,73.3,39.998648,-83.0170164,http://cph.osu.edu/bio/,2016-04
Ohio State University,Biostatistics,Biostatistics,PhD,Doctorate,Ohio,Columbus,223.1,835957,3747,41.8,73.3,39.998648,-83.0170164,http://cph.osu.edu/bio/,2016-04
Ohio State University,Applied Statistics,Statistics,MAS,Master,Ohio,Columbus,223.1,835957,3747,41.8,73.3,40.001126,-83.0149993,http://www.stat.osu.edu/,2016-04
Ohio State University,Statistics,Statistics,MS,Master,Ohio,Columbus,223.1,835957,3747,41.8,73.3,40.001126,-83.0149993,http://www.stat.osu.edu/,2016-04
Ohio State University,Statistics,Statistics,PhD,Doctorate,Ohio,Columbus,223.1,835957,3747,41.8,73.3,40.001126,-83.0149993,http://www.stat.osu.edu/,2016-04
University of Akron,Statistics,Statistics,MS,Master,Ohio,Akron,62.37,197859,3172,38.7,69.5,41.0758804,-81.5111082,https://www.uakron.edu/statistics/,2016-04
University of Cincinnati,Biostatistics,Biostatistics,MPH,Master,Ohio,Cincinnati,79.54,298165,3749,42.3,73.4,39.1399213,-84.5066147,https://med.uc.edu/eh/divisions/bio,2016-04
University of Cincinnati,Biostatistics,Biostatistics,MS,Master,Ohio,Cincinnati,79.54,298165,3749,42.3,73.4,39.1399213,-84.5066147,https://med.uc.edu/eh/divisions/bio,2016-04
University of Cincinnati,Biostatistics,Biostatistics,PhD,Doctorate,Ohio,Cincinnati,79.54,298165,3749,42.3,73.4,39.1399213,-84.5066147,https://med.uc.edu/eh/divisions/bio,2016-04
University of Cincinnati,Statistics,Statistics,MS,Master,Ohio,Cincinnati,79.54,298165,3749,42.3,73.4,39.1324146,-84.5130023,http://www.artsci.uc.edu/departments/math,2016-04
Oklahoma State University,Applied Statistics,Statistics,MS,Master,Oklahoma,Stillwater,28.3,48406,1710,46.6,79.4,36.1221716,-97.0714382,http://statistics.okstate.edu/,2016-04
Oklahoma State University,Statistics,Statistics,MS,Master,Oklahoma,Stillwater,28.3,48406,1710,46.6,79.4,36.1221716,-97.0714382,http://statistics.okstate.edu/,2016-04
Oklahoma State University,Statistics,Statistics,PhD,Doctorate,Oklahoma,Stillwater,28.3,48406,1710,46.6,79.4,36.1221716,-97.0714382,http://statistics.okstate.edu/,2016-04
University of Central Oklahoma,Applied Mathematical Science with Statistics Emphasis,Statistics,MS,Master,Oklahoma,Edmond,33.94,88605,2611,47.8,80.3,35.6539958,-97.4727818,http://www.math.uco.edu/,2016-04
University of Oklahoma,Biostatistics,Biostatistics,MPH,Master,Oklahoma,Oklahoma City,620,620602,1001,48.8,80.5,35.482766,-97.4985424,http://coph.ouhsc.edu/departments/bse/,2016-04
University of Oklahoma,Biostatistics,Biostatistics,MS,Master,Oklahoma,Oklahoma City,620,620602,1001,48.8,80.5,35.482766,-97.4985424,http://coph.ouhsc.edu/departments/bse/,2016-04
University of Oklahoma,Biostatistics,Biostatistics,PhD,Doctorate,Oklahoma,Oklahoma City,620,620602,1001,48.8,80.5,35.482766,-97.4985424,http://coph.ouhsc.edu/departments/bse/,2016-04
Oregon Health & Science University,Biostatistics,Biostatistics,MS,Master,Oregon,Portland,145,619360,4271,45.7,66.3,45.4999438,-122.6872531,http://www.ohsu.edu/xd/education/schools/school-of-medicine/departments/clinical-departments/public-health/divisions/biostat-index.cfm,2016-04
Oregon State University,Biostatistics,Biostatistics,MPH,Master,Oregon,Corvallis,14.3,54953,3843,44.3,63.2,44.5664758,-123.2789189,http://health.oregonstate.edu/degrees/graduate/public-health/biostatistics,2016-04
Oregon State University,Statistics,Statistics,MS,Master,Oregon,Corvallis,14.3,54953,3843,44.3,63.2,44.5678793,-123.2774424,http://stat.oregonstate.edu/,2016-04
Oregon State University,Statistics,Statistics,PhD,Doctorate,Oregon,Corvallis,14.3,54953,3843,44.3,63.2,44.5678793,-123.2774424,http://stat.oregonstate.edu/,2016-04
Portland State University,Statistics,Statistics,MS,Master,Oregon,Portland,145,619360,4271,45.7,66.3,45.5111563,-122.6846391,https://www.pdx.edu/math/,2016-04
Portland State University,Mathematical Sciences Statistics Track,Statistics,PhD,Doctorate,Oregon,Portland,145,619360,4271,45.7,66.3,45.5111563,-122.6846391,https://www.pdx.edu/math/,2016-04
Carnegie Mellon University,Statistics,Statistics,MS,Master,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4414058,-79.9445546,http://www.stat.cmu.edu/,2016-04
Carnegie Mellon University,Statistics,Statistics,PhD,Doctorate,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4414058,-79.9445546,http://www.stat.cmu.edu/,2016-04
Drexel University,Biostatistics,Biostatistics,MPH,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9559463,-75.1891305,http://drexel.edu/dornsife/academics/departments/epidemiology-biostatistics/,2016-04
Drexel University,Biostatistics,Biostatistics,MS,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9559463,-75.1891305,http://drexel.edu/dornsife/academics/departments/epidemiology-biostatistics/,2016-04
Lehigh University,Statistics,Statistics,MS,Master,Pennsylvania,Bethlehem,19.38,75135,3877,40.2,71.1,40.6081082,-75.3772067,https://math.cas2.lehigh.edu/,2016-04
Lehigh University,Applied Mathematics with Statistics Track,Statistics,PhD,Doctorate,Pennsylvania,Bethlehem,19.38,75135,3877,40.2,71.1,40.6081082,-75.3772067,https://math.cas2.lehigh.edu/,2016-04
Pennsylvania State University,Epidemiology and Biostatistics,Biostatistics,MPH,Master,Pennsylvania,Hershey,14.4,14257,990,41.5,73.3,40.2633248,-76.6768321,http://www2.med.psu.edu/phs/,2016-04
Pennsylvania State University,Biostatistics,Biostatistics,PhD,Doctorate,Pennsylvania,Hershey,14.4,14257,990,41.5,73.3,40.2633248,-76.6768321,http://www2.med.psu.edu/phs/,2016-04
Pennsylvania State University,Applied Statistics,Statistics,MAS,Master,Pennsylvania,University Park,1.51,13700,9073,35.7,64.6,40.8005512,-77.8603247,http://stat.psu.edu/,2016-04
Pennsylvania State University,Statistics,Statistics,MS,Master,Pennsylvania,University Park,1.51,13700,9073,35.7,64.6,40.8005512,-77.8603247,http://stat.psu.edu/,2016-04
Pennsylvania State University,Statistics,Statistics,PhD,Doctorate,Pennsylvania,University Park,1.51,13700,9073,35.7,64.6,40.8005512,-77.8603247,http://stat.psu.edu/,2016-04
Temple University,Applied Biostatistics,Biostatistics,MPH,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9788297,-75.156249,https://cph.temple.edu/epibio/home,2016-04
Temple University,Business Analytics,Statistics,MS,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9807198,-75.1558441,http://www.fox.temple.edu/cms_academics/dept/statistics/,2016-04
Temple University,Statistics,Statistics,MS,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9807198,-75.1558441,http://www.fox.temple.edu/cms_academics/dept/statistics/,2016-04
Temple University,Statistics,Statistics,PhD,Doctorate,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9807198,-75.1558441,http://www.fox.temple.edu/cms_academics/dept/statistics/,2016-04
University of Pennsylvania,Biostatistics,Biostatistics,MS,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.948501,-75.1974779,http://www.med.upenn.edu/cceb/biostat/,2016-04
University of Pennsylvania,Biostatistics,Biostatistics,PhD,Doctorate,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.948501,-75.1974779,http://www.med.upenn.edu/cceb/biostat/,2016-04
University of Pennsylvania,Statistics,Statistics,MBA,Master,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9529314,-75.1982108,https://statistics.wharton.upenn.edu/,2016-04
University of Pennsylvania,Statistics,Statistics,PhD,Doctorate,Pennsylvania,Philadelphia,141.7,1560297,11011,45.3,75.2,39.9529314,-75.1982108,https://statistics.wharton.upenn.edu/,2016-04
University of Pittsburgh,Biostatistics,Biostatistics,MPH,Master,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4428389,-79.9584606,http://www.publichealth.pitt.edu/biostatistics,2016-04
University of Pittsburgh,Biostatistics,Biostatistics,MS,Master,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4428389,-79.9584606,http://www.publichealth.pitt.edu/biostatistics,2016-04
University of Pittsburgh,Biostatistics,Biostatistics,PhD,Doctorate,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4428389,-79.9584606,http://www.publichealth.pitt.edu/biostatistics,2016-04
University of Pittsburgh,Applied Statistics,Statistics,MS,Master,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4416761,-79.9537553,http://www.stat.pitt.edu/,2016-04
University of Pittsburgh,Statistics,Statistics,MS,Master,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4416761,-79.9537553,http://www.stat.pitt.edu/,2016-04
University of Pittsburgh,Statistics,Statistics,PhD,Doctorate,Pennsylvania,Pittsburgh,58.3,305412,5239,40.2,70.4,40.4416761,-79.9537553,http://www.stat.pitt.edu/,2016-04
Villanova University,Applied Statistics,Statistics,MS,Master,Pennsylvania,Villanova,5.87,9189,1565,46.2,76.5,40.0374295,-75.3408212,http://www1.villanova.edu/villanova/artsci/mathematics.html,2016-04
West Chester University,Applied Statistics,Statistics,MS,Master,Pennsylvania,West Chester,1.82,18968,10422,41.5,71,39.9534693,-75.5995989,http://www.wcupa.edu/sciences-mathematics/,2016-04
Brown University,Biostatistics,Biostatistics,MS,Master,Rhode Island,Providence,20.6,179154,8697,41.7,70.5,41.8239698,-71.4069604,https://www.brown.edu/academics/public-health/biostatistics/,2016-04
Brown University,Biostatistics,Biostatistics,PhD,Doctorate,Rhode Island,Providence,20.6,179154,8697,41.7,70.5,41.8239698,-71.4069604,https://www.brown.edu/academics/public-health/biostatistics/,2016-04
University of Rhode Island,Statistics,Statistics,MS,Master,Rhode Island,Kingston,1.57,5446,3469,39.9,66.8,41.4890024,-71.5268739,https://www.cs.uri.edu/,2016-04
Clemson University,Applied Economics and Statistics,Statistics,MS,Master,South Carolina,Clemson,7.92,15072,1903,52.5,78.7,34.6769282,-82.8393057,http://economics.clemson.edu/graduate-program/masters/program-description,2016-04
Clemson University,Mathematical Sciences with Concentration in Applied Statistics and Data Science,Statistics,MS,Master,South Carolina,Clemson,7.92,15072,1903,52.5,78.7,34.6780841,-82.8355184,http://www.clemson.edu/ces/departments/math/index.html,2016-04
Clemson University,Mathematical Sciences with Concentration in Statistics and Probability,Statistics,MS,Master,South Carolina,Clemson,7.92,15072,1903,52.5,78.7,34.6780841,-82.8355184,http://www.clemson.edu/ces/departments/math/index.html,2016-04
Clemson University,Mathematical Sciences with Concentration in Applied Statistics and Data Science,Statistics,PhD,Doctorate,South Carolina,Clemson,7.92,15072,1903,52.5,78.7,34.6780841,-82.8355184,http://www.clemson.edu/ces/departments/math/index.html,2016-04
Clemson University,Mathematical Sciences with Concentration in Statistics and Probability,Statistics,PhD,Doctorate,South Carolina,Clemson,7.92,15072,1903,52.5,78.7,34.6780841,-82.8355184,http://www.clemson.edu/ces/departments/math/index.html,2016-04
Medical University of South Carolina,Biostatistics,Biostatistics,MS,Master,South Carolina,Charleston,156.6,130113,831,56.9,80.5,32.7876074,-79.9495795,http://academicdepartments.musc.edu/phs/academics/biostatistics/,2016-04
Medical University of South Carolina,Biostatistics,Biostatistics,PhD,Doctorate,South Carolina,Charleston,156.6,130113,831,56.9,80.5,32.7876074,-79.9495795,http://academicdepartments.musc.edu/phs/academics/biostatistics/,2016-04
University of South Carolina,Biostatistics,Biostatistics,MPH,Master,South Carolina,Columbia,134.9,132067,979,52.9,80.6,33.9948197,-81.0351929,http://www.sph.sc.edu/epid_bios/,2016-04
University of South Carolina,Biostatistics,Biostatistics,MSPH,Master,South Carolina,Columbia,134.9,132067,979,52.9,80.6,33.9948197,-81.0351929,http://www.sph.sc.edu/epid_bios/,2016-04
University of South Carolina,Biostatistics,Biostatistics,PhD,Doctorate,South Carolina,Columbia,134.9,132067,979,52.9,80.6,33.9948197,-81.0351929,http://www.sph.sc.edu/epid_bios/,2016-04
University of South Carolina,Statistics,Statistics,MS,Master,South Carolina,Columbia,134.9,132067,979,52.9,80.6,33.9984084,-81.025484,http://www.stat.sc.edu/,2016-04
University of South Carolina,Statistics,Statistics,PhD,Doctorate,South Carolina,Columbia,134.9,132067,979,52.9,80.6,33.9984084,-81.025484,http://www.stat.sc.edu/,2016-04
South Dakota State University,Data Science,Statistics,MS,Master,South Dakota,Brookings,13.03,23225,1782,27.3,67.7,44.314881,-96.7842883,http://www.sdstate.edu/mathstat/,2016-04
South Dakota State University,Statistics,Statistics,MS,Master,South Dakota,Brookings,13.03,23225,1782,27.3,67.7,44.314881,-96.7842883,http://www.sdstate.edu/mathstat/,2016-04
South Dakota State University,Computational Science and Statistics,Statistics,PhD,Doctorate,South Dakota,Brookings,13.03,23225,1782,27.3,67.7,44.314881,-96.7842883,http://www.sdstate.edu/mathstat/,2016-04
East Tennessee State University,Biostatistics,Biostatistics,MPH,Master,Tennessee,Johnson City,39.6,65813,1662,44.4,72.8,36.3015678,-82.3692969,http://www.etsu.edu/cph/biostat_epidemiology/,2016-04
East Tennessee State University,Mathematical Sciences with Concentration in Applied Statistics,Statistics,MS,Master,Tennessee,Johnson City,39.6,65813,1662,44.4,72.8,36.3034008,-82.3685136,http://www.etsu.edu/cas/math/,2016-04
Middle Tennessee State University,Biostatistics,Biostatistics,MS,Master,Tennessee,Murfreesboro,39.19,120954,3086,45.9,75,35.8492994,-86.3688245,http://www.mtsu.edu/programs/biostatistics-ms/,2016-04
University of Tennessee Knoxville,Statistics,Statistics,MS,Master,Tennessee,Knoxville,104.2,184281,1769,47.9,76.5,35.9561839,-83.928996,http://bas.utk.edu/,2016-04
University of Tennessee Knoxville,Analytics,Statistics,PhD,Doctorate,Tennessee,Knoxville,104.2,184281,1769,47.9,76.5,35.9561839,-83.928996,http://bas.utk.edu/,2016-04
Vanderbilt University,Biostatistics,Biostatistics,MS,Master,Tennessee,Nashville,526,668347,1271,47.7,77.4,36.14386,-86.8003696,https://medschool.vanderbilt.edu/biostatistics/,2016-04
Vanderbilt University,Biostatistics,Biostatistics,PhD,Doctorate,Tennessee,Nashville,526,668347,1271,47.7,77.4,36.14386,-86.8003696,https://medschool.vanderbilt.edu/biostatistics/,2016-04
Baylor University,Statistics,Statistics,MS,Master,Texas,Waco,95.48,130194,1364,55.7,83.1,31.5487045,-97.1194464,http://www.baylor.edu/statistics/,2016-04
Baylor University,Statistics,Statistics,PhD,Doctorate,Texas,Waco,95.48,130194,1364,55.7,83.1,31.5487045,-97.1194464,http://www.baylor.edu/statistics/,2016-04
Rice University,Statistics,Statistics,MA,Master,Texas,Houston,627,2239558,3572,61,82.3,29.7201097,-95.3988455,http://statistics.rice.edu/,2016-04
Rice University,Statistics,Statistics,PhD,Doctorate,Texas,Houston,627,2239558,3572,61,82.3,29.7201097,-95.3988455,http://statistics.rice.edu/,2016-04
Sam Houston State University,Statistics,Statistics,MS,Master,Texas,Huntsville,31.24,40435,1294,58.3,82.9,30.7135594,-95.5485385,http://www.shsu.edu/academics/mathematics-and-statistics/,2016-04
Southern Methodist University,Biostatistics,Biostatistics,PhD,Doctorate,Texas,Dallas,385.8,1281047,3320,54.8,82,32.8456103,-96.7831188,http://www.smu.edu/Dedman/Academics/Departments/Statistics,2016-04
Southern Methodist University,Applied Statistics,Statistics,MS,Master,Texas,Dallas,385.8,1281047,3320,54.8,82,32.8456103,-96.7831188,http://www.smu.edu/Dedman/Academics/Departments/Statistics,2016-04
Southern Methodist University,Statistical Science,Statistics,PhD,Doctorate,Texas,Dallas,385.8,1281047,3320,54.8,82,32.8456103,-96.7831188,http://www.smu.edu/Dedman/Academics/Departments/Statistics,2016-04
Texas A&M University,Biostatistics,Biostatistics,MPH,Master,Texas,College Station,40.35,103483,2565,57.3,81.7,30.6096735,-96.3541934,http://sph.tamhsc.edu/epi-bio/,2016-04
Texas A&M University,Statistics,Statistics,MS,Master,Texas,College Station,40.35,103483,2565,57.3,81.7,30.6195671,-96.342279,https://www.stat.tamu.edu/,2016-04
Texas A&M University,Statistics,Statistics,PhD,Doctorate,Texas,College Station,40.35,103483,2565,57.3,81.7,30.6195671,-96.342279,https://www.stat.tamu.edu/,2016-04
Texas Tech University,Statistics,Statistics,MS,Master,Texas,Lubbock,123.6,243839,1973,48.3,78.7,33.5849758,-101.8760544,http://www.math.ttu.edu/,2016-04
University of Houston,Applied Mathematics with Concentration in Mathematical Statistics,Statistics,MS,Master,Texas,Houston,627,2239558,3572,61,82.3,29.7216178,-95.3436846,http://www.mathematics.uh.edu/,2016-04
University of North Texas,Biostatistics,Biostatistics,MPH,Master,Texas,Fort Worth,349.2,812238,2326,54.5,82.8,32.7486704,-97.3695543,https://www.unthsc.edu/school-of-public-health/biostatistics-and-epidemiology/,2016-04
University of North Texas,Public Health Sciences with a Biostatistics Concentration,Biostatistics,PhD,Doctorate,Texas,Fort Worth,349.2,812238,2326,54.5,82.8,32.7486704,-97.3695543,https://www.unthsc.edu/school-of-public-health/biostatistics-and-epidemiology/,2016-04
University of Texas at Arlington,Statistics,Statistics,PhD,Doctorate,Texas,Arlington,99.7,383204,3844,54.7,82.4,32.7288517,-97.11155,http://www.uta.edu/math/,2016-04
University of Texas at Arlington,Statistics,Statistics,PhD,Doctorate,Texas,Arlington,99.7,383204,3844,54.7,82.4,32.7288517,-97.11155,http://www.uta.edu/math/,2016-04
University of Texas at Austin,Statistics,Statistics,MS,Master,Texas,Austin,271.8,912791,3358,57.2,82.5,30.2862151,-97.7366844,https://stat.utexas.edu/,2016-04
University of Texas at Austin,Statistics,Statistics,PhD,Doctorate,Texas,Austin,271.8,912791,3358,57.2,82.5,30.2862151,-97.7366844,https://stat.utexas.edu/,2016-04
University of Texas at Dallas,Statistics,Statistics,MS,Master,Texas,Dallas,385.8,1281047,3320,54.8,82,32.987723,-96.7490762,http://www.utdallas.edu/math/,2016-04
University of Texas at Dallas,Statistics,Statistics,PhD,Doctorate,Texas,Dallas,385.8,1281047,3320,54.8,82,32.987723,-96.7490762,http://www.utdallas.edu/math/,2016-04
University of Texas at El Paso,Statistics,Statistics,MS,Master,Texas,El Paso,256.3,679036,2649,51.9,81.9,31.7687008,-106.5049893,http://math.utep.edu/,2016-04
